SerialNumber,DeviceUUID,OperatingSystem,OSVersion,KernelVersion,MacId,IMEI,ShippingDate,MicroControllerChipNumber,NetworkType,CommunicationProtocol,DataProtocol,IsWifiSupportAvailable,isStreamingMediaSupportAvailable,sensorType,FirmwareVersion,IsCertificateAdded,CertificatePath,IsL3,IsCapableOfPatching
SN23010000498,63e65bfe-b93b-42c5-b694-6675224a6630,TINYOS,1.6.0.0,1.6.0.0,63e65bfe-b93b-42c5-b694-6675224a6630,63e65bfe-b93b-42c5-b694-6675224a6630,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000499,0e62df0e-732c-411c-b8dc-5dfb995b8aea,TINYOS,1.6.0.0,1.6.0.0,0e62df0e-732c-411c-b8dc-5dfb995b8aea,0e62df0e-732c-411c-b8dc-5dfb995b8aea,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000500,ad9ac458-fb2d-4415-a4c3-ab4760d75a97,TINYOS,1.6.0.0,1.6.0.0,ad9ac458-fb2d-4415-a4c3-ab4760d75a97,ad9ac458-fb2d-4415-a4c3-ab4760d75a97,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000501,139ff70b-f8a0-4989-aec8-4747f2a5657e,TINYOS,1.6.0.0,1.6.0.0,139ff70b-f8a0-4989-aec8-4747f2a5657e,139ff70b-f8a0-4989-aec8-4747f2a5657e,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000502,abcbb2e9-44de-4f82-81dc-903d6dedb7ea,TINYOS,1.4.0.3,1.4.0.3,abcbb2e9-44de-4f82-81dc-903d6dedb7ea,abcbb2e9-44de-4f82-81dc-903d6dedb7ea,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000503,76589c40-7ac1-4748-a1bf-153675e9336f,TINYOS,1.6.0.0,1.6.0.0,76589c40-7ac1-4748-a1bf-153675e9336f,76589c40-7ac1-4748-a1bf-153675e9336f,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000504,e46c5e90-30e0-48d1-b9c9-6e568c0086a3,TINYOS,1.6.0.0,1.6.0.0,e46c5e90-30e0-48d1-b9c9-6e568c0086a3,e46c5e90-30e0-48d1-b9c9-6e568c0086a3,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000505,3c047930-31ca-49a8-823f-ec32a137783a,TINYOS,1.6.0.0,1.6.0.0,3c047930-31ca-49a8-823f-ec32a137783a,3c047930-31ca-49a8-823f-ec32a137783a,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000506,16596c39-b031-434e-b9b8-69c54db64ef4,TINYOS,1.6.0.0,1.6.0.0,16596c39-b031-434e-b9b8-69c54db64ef4,16596c39-b031-434e-b9b8-69c54db64ef4,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000507,4d01f048-3292-497c-ab57-7459f938e2b1,TINYOS,1.4.0.3,1.4.0.3,4d01f048-3292-497c-ab57-7459f938e2b1,4d01f048-3292-497c-ab57-7459f938e2b1,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000508,2e544d88-1e3b-4e1a-9c1d-8598737ee134,TINYOS,1.6.0.0,1.6.0.0,2e544d88-1e3b-4e1a-9c1d-8598737ee134,2e544d88-1e3b-4e1a-9c1d-8598737ee134,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000509,1e9ea20d-9955-416a-8c73-eecef088db9a,TINYOS,1.6.0.0,1.6.0.0,1e9ea20d-9955-416a-8c73-eecef088db9a,1e9ea20d-9955-416a-8c73-eecef088db9a,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000510,4e9b2cc8-84ba-4490-bcae-2f25d85ffa00,TINYOS,1.6.0.0,1.6.0.0,4e9b2cc8-84ba-4490-bcae-2f25d85ffa00,4e9b2cc8-84ba-4490-bcae-2f25d85ffa00,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000511,62d774ab-7fd0-4f61-a9a0-aabbcd6931fe,TINYOS,1.6.0.0,1.6.0.0,62d774ab-7fd0-4f61-a9a0-aabbcd6931fe,62d774ab-7fd0-4f61-a9a0-aabbcd6931fe,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000512,5f5c0e7d-8498-419b-aede-91a9d856c60e,TINYOS,1.6.0.0,1.6.0.0,5f5c0e7d-8498-419b-aede-91a9d856c60e,5f5c0e7d-8498-419b-aede-91a9d856c60e,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000513,fbb9cd36-da30-47a5-96c8-a554bdd73669,TINYOS,1.5.0.1,1.5.0.1,fbb9cd36-da30-47a5-96c8-a554bdd73669,fbb9cd36-da30-47a5-96c8-a554bdd73669,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.5.0.1,NO,,NO,YES
SN23010000514,0199365f-4f02-4c8d-b286-da716a6f326a,TINYOS,1.4.0.3,1.4.0.3,0199365f-4f02-4c8d-b286-da716a6f326a,0199365f-4f02-4c8d-b286-da716a6f326a,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000515,1d08e594-6feb-436e-a958-4b820c9640f4,TINYOS,1.6.0.0,1.6.0.0,1d08e594-6feb-436e-a958-4b820c9640f4,1d08e594-6feb-436e-a958-4b820c9640f4,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000516,1a07c301-78be-474a-b44a-ea98c83aed5e,TINYOS,1.6.0.0,1.6.0.0,1a07c301-78be-474a-b44a-ea98c83aed5e,1a07c301-78be-474a-b44a-ea98c83aed5e,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000517,08d159bf-0893-4b31-87e8-e0ba0cd53424,TINYOS,1.6.0.0,1.6.0.0,08d159bf-0893-4b31-87e8-e0ba0cd53424,08d159bf-0893-4b31-87e8-e0ba0cd53424,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000518,40c92ab6-cdcd-4294-b7cd-d48ce474ab73,TINYOS,1.6.0.0,1.6.0.0,40c92ab6-cdcd-4294-b7cd-d48ce474ab73,40c92ab6-cdcd-4294-b7cd-d48ce474ab73,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000519,da99f222-11aa-4caa-8b68-05a0be8426ec,TINYOS,1.4.0.3,1.4.0.3,da99f222-11aa-4caa-8b68-05a0be8426ec,da99f222-11aa-4caa-8b68-05a0be8426ec,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000520,07d256bf-7c2b-4421-a5fd-f5739051b36a,TINYOS,1.6.0.0,1.6.0.0,07d256bf-7c2b-4421-a5fd-f5739051b36a,07d256bf-7c2b-4421-a5fd-f5739051b36a,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000521,db4980c8-66f6-477c-ad29-2d945644a89a,TINYOS,1.6.0.0,1.6.0.0,db4980c8-66f6-477c-ad29-2d945644a89a,db4980c8-66f6-477c-ad29-2d945644a89a,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000522,523040f3-0900-4e99-a7db-e46bbfb30600,TINYOS,1.4.0.3,1.4.0.3,523040f3-0900-4e99-a7db-e46bbfb30600,523040f3-0900-4e99-a7db-e46bbfb30600,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000523,11257f3c-741b-4bed-a3c8-ccb0b9afd588,TINYOS,1.6.0.0,1.6.0.0,11257f3c-741b-4bed-a3c8-ccb0b9afd588,11257f3c-741b-4bed-a3c8-ccb0b9afd588,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000524,b9565852-427f-49a9-adba-9404f27114ec,TINYOS,1.4.0.3,1.4.0.3,b9565852-427f-49a9-adba-9404f27114ec,b9565852-427f-49a9-adba-9404f27114ec,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000525,9afaf05f-8092-40d5-bb8b-66120586bd46,TINYOS,1.4.0.3,1.4.0.3,9afaf05f-8092-40d5-bb8b-66120586bd46,9afaf05f-8092-40d5-bb8b-66120586bd46,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000526,4261b796-a16b-44e2-969e-cf070f305810,TINYOS,1.4.0.3,1.4.0.3,4261b796-a16b-44e2-969e-cf070f305810,4261b796-a16b-44e2-969e-cf070f305810,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000527,18b0a88d-ac57-4169-8125-2854781ac322,TINYOS,1.6.0.0,1.6.0.0,18b0a88d-ac57-4169-8125-2854781ac322,18b0a88d-ac57-4169-8125-2854781ac322,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000528,1c35a1c7-f3e3-4b86-9ba3-1eda2cdfe95f,TINYOS,1.6.0.0,1.6.0.0,1c35a1c7-f3e3-4b86-9ba3-1eda2cdfe95f,1c35a1c7-f3e3-4b86-9ba3-1eda2cdfe95f,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000529,c0d20802-ddc0-4552-857a-480c319ed1b0,TINYOS,1.4.0.3,1.4.0.3,c0d20802-ddc0-4552-857a-480c319ed1b0,c0d20802-ddc0-4552-857a-480c319ed1b0,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000530,81a33c44-1ec7-4ee5-b9af-aad2553f445e,TINYOS,1.4.0.3,1.4.0.3,81a33c44-1ec7-4ee5-b9af-aad2553f445e,81a33c44-1ec7-4ee5-b9af-aad2553f445e,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000531,3c01fded-ab9a-4016-a265-94ff9c06b75e,TINYOS,1.5.0.1,1.5.0.1,3c01fded-ab9a-4016-a265-94ff9c06b75e,3c01fded-ab9a-4016-a265-94ff9c06b75e,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.5.0.1,NO,,NO,YES
SN23010000532,62e2a5f3-c2af-4c1f-8686-d73be6a5bb3b,TINYOS,1.6.0.0,1.6.0.0,62e2a5f3-c2af-4c1f-8686-d73be6a5bb3b,62e2a5f3-c2af-4c1f-8686-d73be6a5bb3b,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000533,f65cd8a0-86b9-4fcc-84b4-578720be92f0,TINYOS,1.6.0.0,1.6.0.0,f65cd8a0-86b9-4fcc-84b4-578720be92f0,f65cd8a0-86b9-4fcc-84b4-578720be92f0,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000534,9ffb5985-89ee-420b-8c24-c6fba49ed1cd,TINYOS,1.6.0.0,1.6.0.0,9ffb5985-89ee-420b-8c24-c6fba49ed1cd,9ffb5985-89ee-420b-8c24-c6fba49ed1cd,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000535,50081001-eb2b-4691-b444-19b73241220e,TINYOS,1.6.0.0,1.6.0.0,50081001-eb2b-4691-b444-19b73241220e,50081001-eb2b-4691-b444-19b73241220e,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000536,c23872d8-f2bf-4592-8ad3-eea3e83e8860,TINYOS,1.6.0.0,1.6.0.0,c23872d8-f2bf-4592-8ad3-eea3e83e8860,c23872d8-f2bf-4592-8ad3-eea3e83e8860,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000537,d5467e23-1f7b-4de6-a8e6-d14c735d0870,TINYOS,1.4.0.3,1.4.0.3,d5467e23-1f7b-4de6-a8e6-d14c735d0870,d5467e23-1f7b-4de6-a8e6-d14c735d0870,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000538,2cc6a1c7-72ee-47eb-866f-3826031c0a72,TINYOS,1.4.0.3,1.4.0.3,2cc6a1c7-72ee-47eb-866f-3826031c0a72,2cc6a1c7-72ee-47eb-866f-3826031c0a72,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000539,1c7f8c4a-676e-48ee-b1b6-a4d7c8239539,TINYOS,1.6.0.0,1.6.0.0,1c7f8c4a-676e-48ee-b1b6-a4d7c8239539,1c7f8c4a-676e-48ee-b1b6-a4d7c8239539,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000540,ee88cbd0-8eac-410b-bf25-5d9c99751173,TINYOS,1.4.0.3,1.4.0.3,ee88cbd0-8eac-410b-bf25-5d9c99751173,ee88cbd0-8eac-410b-bf25-5d9c99751173,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000541,43f44082-7cb3-4694-bd3e-463157ed0ce9,TINYOS,1.5.0.1,1.5.0.1,43f44082-7cb3-4694-bd3e-463157ed0ce9,43f44082-7cb3-4694-bd3e-463157ed0ce9,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.5.0.1,NO,,NO,YES
SN23010000542,c4ae2363-a30f-47a6-b7d5-e7477b642cda,TINYOS,1.4.0.3,1.4.0.3,c4ae2363-a30f-47a6-b7d5-e7477b642cda,c4ae2363-a30f-47a6-b7d5-e7477b642cda,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000543,47389fbb-82fa-43a4-9878-4e2f51f26052,TINYOS,1.6.0.0,1.6.0.0,47389fbb-82fa-43a4-9878-4e2f51f26052,47389fbb-82fa-43a4-9878-4e2f51f26052,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000544,698916d0-8697-4e8b-838d-b010b3501c2d,TINYOS,1.4.0.3,1.4.0.3,698916d0-8697-4e8b-838d-b010b3501c2d,698916d0-8697-4e8b-838d-b010b3501c2d,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000545,4a07ae1f-4a8e-42e8-ad35-168059741798,TINYOS,1.6.0.0,1.6.0.0,4a07ae1f-4a8e-42e8-ad35-168059741798,4a07ae1f-4a8e-42e8-ad35-168059741798,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000546,c56d1e71-a1d4-4768-ba3f-361c0ed24ab6,TINYOS,1.6.0.0,1.6.0.0,c56d1e71-a1d4-4768-ba3f-361c0ed24ab6,c56d1e71-a1d4-4768-ba3f-361c0ed24ab6,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000547,ace0507a-b965-40ec-ad77-7a603dc0782e,TINYOS,1.6.0.0,1.6.0.0,ace0507a-b965-40ec-ad77-7a603dc0782e,ace0507a-b965-40ec-ad77-7a603dc0782e,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000548,10b4e229-74d2-46b8-9705-ef7f86053e92,TINYOS,1.6.0.0,1.6.0.0,10b4e229-74d2-46b8-9705-ef7f86053e92,10b4e229-74d2-46b8-9705-ef7f86053e92,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000549,0a962144-829b-474b-a2f0-937723eb3ebf,TINYOS,1.4.0.3,1.4.0.3,0a962144-829b-474b-a2f0-937723eb3ebf,0a962144-829b-474b-a2f0-937723eb3ebf,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000550,2db8ca62-ae02-4d5d-9f9a-70cc0109205c,TINYOS,1.4.0.3,1.4.0.3,2db8ca62-ae02-4d5d-9f9a-70cc0109205c,2db8ca62-ae02-4d5d-9f9a-70cc0109205c,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000551,c108a9ad-1706-4120-b2b0-9df4900ee85c,TINYOS,1.4.0.3,1.4.0.3,c108a9ad-1706-4120-b2b0-9df4900ee85c,c108a9ad-1706-4120-b2b0-9df4900ee85c,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000552,52c97e22-c725-4d78-9c2d-34b88e36d700,TINYOS,1.4.0.3,1.4.0.3,52c97e22-c725-4d78-9c2d-34b88e36d700,52c97e22-c725-4d78-9c2d-34b88e36d700,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000553,c6f96f21-bba5-4cb9-8b40-c5c53b9474aa,TINYOS,1.6.0.0,1.6.0.0,c6f96f21-bba5-4cb9-8b40-c5c53b9474aa,c6f96f21-bba5-4cb9-8b40-c5c53b9474aa,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000554,0852a138-f05d-46b2-a0f2-7ad81c2772fe,TINYOS,1.6.0.0,1.6.0.0,0852a138-f05d-46b2-a0f2-7ad81c2772fe,0852a138-f05d-46b2-a0f2-7ad81c2772fe,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000555,b99bd73a-a693-42cd-aedf-769297634db9,TINYOS,1.4.0.3,1.4.0.3,b99bd73a-a693-42cd-aedf-769297634db9,b99bd73a-a693-42cd-aedf-769297634db9,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000556,edb290a9-41f1-4a46-91cd-3db7eb143531,TINYOS,1.4.0.3,1.4.0.3,edb290a9-41f1-4a46-91cd-3db7eb143531,edb290a9-41f1-4a46-91cd-3db7eb143531,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000557,5bb2a3cb-2448-4270-90d3-c092fe08b33b,TINYOS,1.6.0.0,1.6.0.0,5bb2a3cb-2448-4270-90d3-c092fe08b33b,5bb2a3cb-2448-4270-90d3-c092fe08b33b,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000558,e3cf029d-691c-4a17-a698-50b9848e74f5,TINYOS,1.4.0.3,1.4.0.3,e3cf029d-691c-4a17-a698-50b9848e74f5,e3cf029d-691c-4a17-a698-50b9848e74f5,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000559,6272f285-4517-4b84-82dd-05f81be40809,TINYOS,1.4.0.3,1.4.0.3,6272f285-4517-4b84-82dd-05f81be40809,6272f285-4517-4b84-82dd-05f81be40809,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000560,a8cf4044-3d5a-4d56-8774-7b826fec6796,TINYOS,1.4.0.3,1.4.0.3,a8cf4044-3d5a-4d56-8774-7b826fec6796,a8cf4044-3d5a-4d56-8774-7b826fec6796,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000561,7c4c638a-c776-4125-bc2a-d616679dfe73,TINYOS,1.4.0.3,1.4.0.3,7c4c638a-c776-4125-bc2a-d616679dfe73,7c4c638a-c776-4125-bc2a-d616679dfe73,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000562,b5e4ad87-2dbd-4f84-be76-08c2389b585a,TINYOS,1.4.0.3,1.4.0.3,b5e4ad87-2dbd-4f84-be76-08c2389b585a,b5e4ad87-2dbd-4f84-be76-08c2389b585a,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000563,2827cf4e-5e83-4b87-9508-0698bc29fb1a,TINYOS,1.4.0.3,1.4.0.3,2827cf4e-5e83-4b87-9508-0698bc29fb1a,2827cf4e-5e83-4b87-9508-0698bc29fb1a,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000564,9768d7b1-96c9-4619-88cd-07307c97a2a5,TINYOS,1.6.0.0,1.6.0.0,9768d7b1-96c9-4619-88cd-07307c97a2a5,9768d7b1-96c9-4619-88cd-07307c97a2a5,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000565,a6790588-6988-471d-a475-7de80c07049d,TINYOS,1.6.0.0,1.6.0.0,a6790588-6988-471d-a475-7de80c07049d,a6790588-6988-471d-a475-7de80c07049d,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000566,27f43ea0-bbea-416d-b68b-0cbd7ff07b79,TINYOS,1.4.0.3,1.4.0.3,27f43ea0-bbea-416d-b68b-0cbd7ff07b79,27f43ea0-bbea-416d-b68b-0cbd7ff07b79,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000567,98b9ff68-9f64-40cd-b322-3fee6a8d1f12,TINYOS,1.4.0.3,1.4.0.3,98b9ff68-9f64-40cd-b322-3fee6a8d1f12,98b9ff68-9f64-40cd-b322-3fee6a8d1f12,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000568,9ea2a196-cfb3-48e4-80cf-da2fda4cfcbc,TINYOS,1.6.0.0,1.6.0.0,9ea2a196-cfb3-48e4-80cf-da2fda4cfcbc,9ea2a196-cfb3-48e4-80cf-da2fda4cfcbc,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000569,52284b3e-f79a-4c48-923a-c11c6cee98a9,TINYOS,1.4.0.3,1.4.0.3,52284b3e-f79a-4c48-923a-c11c6cee98a9,52284b3e-f79a-4c48-923a-c11c6cee98a9,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000570,e38be043-6e9d-44a0-a008-05b35ead46a3,TINYOS,1.6.0.0,1.6.0.0,e38be043-6e9d-44a0-a008-05b35ead46a3,e38be043-6e9d-44a0-a008-05b35ead46a3,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000571,824bc832-728d-4ca7-b75f-c53eebe2b7cd,TINYOS,1.4.0.3,1.4.0.3,824bc832-728d-4ca7-b75f-c53eebe2b7cd,824bc832-728d-4ca7-b75f-c53eebe2b7cd,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000572,77e9ef0d-30df-4052-9328-229fdc79954b,TINYOS,1.6.0.0,1.6.0.0,77e9ef0d-30df-4052-9328-229fdc79954b,77e9ef0d-30df-4052-9328-229fdc79954b,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010000573,d026b1ea-1a9c-490e-813f-dd2710e1f4ec,TINYOS,1.4.0.3,1.4.0.3,d026b1ea-1a9c-490e-813f-dd2710e1f4ec,d026b1ea-1a9c-490e-813f-dd2710e1f4ec,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000574,396bf970-6440-443e-a04c-b2c4fd7f1732,TINYOS,1.4.0.3,1.4.0.3,396bf970-6440-443e-a04c-b2c4fd7f1732,396bf970-6440-443e-a04c-b2c4fd7f1732,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000575,f8d1396f-e480-4b0b-923b-9b6e2f7f5ac3,TINYOS,1.4.0.3,1.4.0.3,f8d1396f-e480-4b0b-923b-9b6e2f7f5ac3,f8d1396f-e480-4b0b-923b-9b6e2f7f5ac3,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
SN23010000576,c35a3cc9-0e61-473d-93a2-d76d7835c36a,TINYOS,1.4.0.3,1.4.0.3,c35a3cc9-0e61-473d-93a2-d76d7835c36a,c35a3cc9-0e61-473d-93a2-d76d7835c36a,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.4.0.3,NO,,NO,YES
